지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
941,2022-02-11 03:00,-.2,0,.3,0,1023.3,1024.2,55.8,0,0
941,2022-02-11 04:00,.1,12.5,1.1,0,1023.4,1024.3,57.2,0,0
941,2022-02-11 05:00,-1.4,0,.3,0,1023.8,1024.7,61.1,0,0
941,2022-02-11 06:00,-.9,358.4,1,0,1024.5,1025.4,60.4,0,0
941,2022-02-11 07:00,-1,359.7,1.6,0,1024.9,1025.8,65.9,0,0
941,2022-02-11 08:00,-1,359.1,1.4,0,1026,1026.9,62.3,0,0
941,2022-02-11 09:00,1,353.8,1,0,1026.4,1027.3,56.4,0,0
941,2022-02-11 10:00,4.2,343.2,1,0,1026.5,1027.4,40.9,0,0
941,2022-02-11 11:00,6.6,242.7,1.4,0,1026.4,1027.3,32.1,0,0
941,2022-02-11 12:00,9.2,263.9,1.2,0,1025.8,1026.7,25.8,0,0
941,2022-02-11 13:00,11.4,255.3,1,0,1024.8,1025.6,16.9,0,0
941,2022-02-11 14:00,11.5,238,1.9,0,1023.8,1024.6,18.7,0,0
941,2022-02-11 15:00,12.1,236.9,1.9,0,1023.5,1024.3,17.4,0,0
941,2022-02-11 16:00,11.2,316.1,2.5,0,1023.4,1024.2,26.4,0,0
941,2022-02-11 17:00,10,72.6,3,0,1023.5,1024.4,31.6,0,0
941,2022-02-11 18:00,8.8,96.4,1.5,0,1024.3,1025.2,37.5,0,0
941,2022-02-11 19:00,7.7,68.7,1.4,0,1024.8,1025.7,42.9,0,0
941,2022-02-11 20:00,6.8,49.9,1.6,0,1024.7,1025.6,48,0,0
941,2022-02-11 21:00,5.3,350.3,2,0,1024.2,1025.1,51.6,0,0
941,2022-02-11 22:00,3.8,276.5,1.5,0,1024.6,1025.5,65,0,0
941,2022-02-11 23:00,3.6,13.6,1.2,0,1024.6,1025.5,63.3,0,0
941,2022-02-12 00:00,2.6,6.4,1.2,0,1024.9,1025.8,66.4,0,0
941,2022-02-12 01:00,2.3,342.4,.6,0,1025.1,1026,67.1,0,0
941,2022-02-12 02:00,2.2,346.7,1.5,0,1025.1,1026,66.6,0,0
941,2022-02-12 03:00,2.4,16.4,.7,0,1025.1,1026,63.3,0,0
941,2022-02-12 04:00,2,.8,1.2,0,1024.6,1025.5,70.5,0,0
941,2022-02-12 05:00,1.8,349.6,.8,0,1024.7,1025.6,70.2,0,0
941,2022-02-12 06:00,1.8,313.8,.8,0,1024.8,1025.7,68,0,0
941,2022-02-12 07:00,1.4,0,.4,0,1025,1025.9,68.8,0,0
941,2022-02-12 08:00,1.7,327.9,1,0,1025.5,1026.4,69.3,0,0
941,2022-02-12 09:00,3,358.8,1.2,0,1025.4,1026.3,60.3,0,0
941,2022-02-12 10:00,6.1,307.3,1.5,0,1025.1,1026,48.9,0,0
941,2022-02-12 11:00,8.7,308.3,1.8,0,1024.8,1025.7,31.9,0,0
941,2022-02-12 12:00,11.6,242.6,1.7,0,1024,1024.8,25.1,0,0
941,2022-02-12 13:00,13,296,1.9,0,1022.8,1023.6,18.6,0,0
941,2022-02-12 14:00,12.8,145.3,3,0,1022.2,1023,24.1,0,0
941,2022-02-12 15:00,12.5,132.3,3,0,1021.9,1022.7,30.7,0,0
941,2022-02-12 16:00,11.6,101.8,3.6,0,1021.7,1022.5,38.8,0,0
941,2022-02-12 17:00,10.6,85.2,3.3,0,1022.1,1022.9,38.2,0,0
941,2022-02-12 18:00,9.6,64,3.3,0,1022.7,1023.6,39.7,0,0
941,2022-02-12 19:00,8.7,64.9,3.2,0,1023.2,1024.1,52.4,0,0
941,2022-02-12 20:00,8.4,55.7,3.5,0,1023,1023.9,57.5,0,0
941,2022-02-12 21:00,8.1,52.9,2.6,0,1023.6,1024.5,58.8,0,0
941,2022-02-12 22:00,6.9,13,2.1,0,1023.4,1024.3,61.5,0,0
941,2022-02-12 23:00,6.2,353,1.7,0,1023.3,1024.2,62.8,0,0
941,2022-02-13 00:00,6.7,30.9,2.6,0,1022.7,1023.6,59.6,0,0
941,2022-02-13 01:00,6.4,328.8,1.5,0,1022.3,1023.2,61.3,0,0
941,2022-02-13 02:00,6.2,349.7,.9,0,1022.1,1023,61.2,0,0
941,2022-02-13 03:00,5.5,333.4,.8,0,1021.8,1022.7,64.2,0,0
941,2022-02-13 04:00,5.4,339.3,1.1,0,1021.1,1022,66.2,0,0
941,2022-02-13 05:00,6.6,8.6,1.7,0,1020.5,1021.4,59.1,0,0
941,2022-02-13 06:00,6.8,5.5,1.8,0,1020.5,1021.4,59.8,0,0
941,2022-02-13 07:00,6.8,357.9,1.9,0,1021.1,1022,60.3,0,0
941,2022-02-13 08:00,6.3,22.3,2.1,0,1021.2,1022.1,61.6,0,0
941,2022-02-13 09:00,7.2,7.1,1.7,0,1021.4,1022.3,60.1,0,0
941,2022-02-13 10:00,9,22.8,2.3,0,1020.8,1021.7,55.8,0,0
941,2022-02-13 11:00,11.5,2,3.6,0,1019.8,1020.6,47.6,0,0
941,2022-02-13 12:00,11.2,30,3.1,0,1019.8,1020.6,46.2,0,0
941,2022-02-13 13:00,12.2,11.1,3.1,0,1018.6,1019.4,42.7,0,0
941,2022-02-13 14:00,11.9,49.1,3.4,0,1018.1,1018.9,44.9,0,0
941,2022-02-13 15:00,12.3,29,3,0,1018,1018.8,46.3,0,0
941,2022-02-13 16:00,11.1,358.6,3.3,0,1018.3,1019.1,49.4,0,0
941,2022-02-13 17:00,10.1,54.7,3.8,0,1018.4,1019.2,54.4,0,0
941,2022-02-13 18:00,8.7,58.9,4.4,0,1019.2,1020.1,66.6,0,0
941,2022-02-13 19:00,8.4,46.4,3.7,0,1019.9,1020.8,66.3,0,0
941,2022-02-13 20:00,8.2,46.6,2.8,0,1020,1020.9,67.5,0,0
941,2022-02-13 21:00,7.9,33,3.3,0,1020.1,1021,68.1,0,0
941,2022-02-13 22:00,7.7,54.3,3.6,0,1020.7,1021.6,68.3,0,0
941,2022-02-13 23:00,7.6,24.3,1.6,0,1020.3,1021.2,69.7,0,0
941,2022-02-14 00:00,7,12.2,2.4,0,1020.6,1021.5,73.8,0,0
941,2022-02-14 01:00,6.7,24.8,2.8,0,1020.1,1021,75.6,0,0
941,2022-02-14 02:00,6.3,4.1,1.4,0,1020.2,1021.1,76.5,0,0
941,2022-02-14 03:00,6.6,22.4,1.9,0,1020.4,1021.3,74.7,0,0
941,2022-02-14 04:00,5.6,0,.4,0,1020.1,1021,78.3,0,0
941,2022-02-14 05:00,6.6,8.4,1.8,0,1019.8,1020.7,73.7,0,0
941,2022-02-14 06:00,6.2,348.6,1.3,0,1019.9,1020.8,74.1,0,0
941,2022-02-14 07:00,5.4,10.2,1.1,0,1020.1,1021,76.8,0,0
941,2022-02-14 08:00,6.5,25.2,1.5,0,1020.5,1021.4,72.9,0,0
941,2022-02-14 09:00,7.3,343.6,1.9,0,1020.6,1021.5,70.2,0,0
941,2022-02-14 10:00,8.4,11.5,2.4,0,1020.2,1021.1,63.7,0,0
941,2022-02-14 11:00,10.1,15,2.2,0,1020,1020.9,58.9,0,0
941,2022-02-14 12:00,11.4,261.6,1.4,0,1019.8,1020.6,55.9,0,0
941,2022-02-14 13:00,11.3,238.4,2,0,1018.6,1019.4,51.8,0,0
941,2022-02-14 14:00,13.1,232.4,3.2,0,1017.7,1018.5,47.6,0,0
941,2022-02-14 15:00,13.5,240.6,2.7,0,1017,1017.8,44.9,0,0
941,2022-02-14 16:00,12.3,205.5,2.3,0,1016.9,1017.7,46.8,0,0
941,2022-02-14 17:00,11.4,224.8,3.6,0,1016.9,1017.7,51.4,0,0
941,2022-02-14 18:00,10.1,199.7,2.3,0,1017.1,1017.9,68.6,0,0
941,2022-02-14 19:00,9.6,179.8,1.5,0,1017.3,1018.1,69,0,0
941,2022-02-14 20:00,7.8,227.7,1.6,0,1017.4,1018.3,68.9,0,0
941,2022-02-14 21:00,7.6,232.6,2,0,1017.7,1018.6,65.9,0,0
941,2022-02-14 22:00,7.2,218,1.7,0,1017.9,1018.8,48.7,0,0
941,2022-02-14 23:00,5.9,259.1,.8,0,1017.6,1018.5,43.8,0,0
941,2022-02-15 00:00,6.2,235.6,3.3,0,1017.8,1018.7,46,0,0
941,2022-02-15 01:00,6.3,265.1,4.2,0,1017.9,1018.8,51.5,0,0
941,2022-02-15 02:00,5.1,256.4,2.5,0,1017.5,1018.4,55.2,0,0
941,2022-02-15 03:00,4.5,269.7,3.3,0,1017.1,1018,53,0,0
941,2022-02-15 04:00,3.6,273.1,3.3,0,1016.8,1017.7,53.2,0,0
941,2022-02-15 05:00,2.5,275.7,4.4,0,1017.7,1018.6,49.9,0,0
941,2022-02-15 06:00,1.8,282.5,4.5,0,1018,1018.9,51.1,0,0
941,2022-02-15 07:00,1.5,302.9,4.1,0,1018.6,1019.5,49.3,0,0
941,2022-02-15 08:00,1.6,290.3,4.7,0,1019.3,1020.2,48.3,0,0
941,2022-02-15 09:00,1.8,271.1,5.2,0,1019.3,1020.2,47,0,0
941,2022-02-15 10:00,3.3,264,5.8,0,1019.3,1020.2,40.8,0,0
941,2022-02-15 11:00,4.5,285.4,5.2,0,1019.1,1020,36.6,0,0
941,2022-02-15 12:00,5.7,264.1,5.6,0,1018.1,1019,31,0,0
941,2022-02-15 13:00,7,272.2,5.4,0,1016.8,1017.7,26.9,0,0
941,2022-02-15 14:00,7,292.9,5.9,0,1016.1,1017,21.2,0,0
941,2022-02-15 15:00,7.2,276.1,6.6,0,1015.9,1016.8,20.6,0,0
941,2022-02-15 16:00,5.8,298.7,6.6,0,1016.1,1017,22.1,0,0
941,2022-02-15 17:00,4.8,268.8,6.8,0,1016.6,1017.5,25.2,0,0
941,2022-02-15 18:00,3.4,287.4,5,0,1017.1,1018,29.8,0,0
941,2022-02-15 19:00,1.7,290.9,5.5,0,1018.3,1019.2,33.5,0,0
941,2022-02-15 20:00,.5,291.8,4.6,0,1019.1,1020,37.5,0,0
941,2022-02-15 21:00,-.3,284.6,5,0,1019.5,1020.4,38.9,0,0
941,2022-02-15 22:00,-.9,273,4.5,0,1019.9,1020.8,41,0,0
941,2022-02-15 23:00,-1.6,271.7,3.9,0,1020.4,1021.3,41.7,0,0
941,2022-02-16 00:00,-2.4,263.3,3.6,0,1020.2,1021.1,44.5,0,0
941,2022-02-16 01:00,-2.8,270.1,4,0,1020.1,1021,45.6,0,0
941,2022-02-16 02:00,-3,286.6,4.7,0,1020.9,1021.8,41.8,0,0
941,2022-02-16 03:00,-3.6,272.2,3.9,0,1021.1,1022,45.9,0,0
941,2022-02-16 04:00,-4,248.1,2.7,0,1021.1,1022,42.6,0,0
941,2022-02-16 05:00,-4.2,273.3,3.1,0,1021.4,1022.3,45.5,0,0
941,2022-02-16 06:00,-4.5,250.6,2.6,0,1021.6,1022.5,48.9,0,0
941,2022-02-16 07:00,-4.5,246.2,2.3,0,1021.8,1022.7,50.5,0,0
941,2022-02-16 08:00,-4.2,254.1,2.2,0,1022.2,1023.1,49.7,0,0
941,2022-02-16 09:00,-2.4,248,2.7,0,1022.3,1023.2,43.7,0,0
941,2022-02-16 10:00,-.8,264.2,3.2,0,1021.8,1022.7,39.6,0,0
941,2022-02-16 11:00,.3,272.9,5.5,0,1021.7,1022.6,37,0,0
941,2022-02-16 12:00,1.6,270.5,5.6,0,1020.9,1021.8,34.8,0,0
941,2022-02-16 13:00,2.3,290.5,4.4,0,1019.6,1020.5,31.7,0,0
941,2022-02-16 14:00,3.2,297.4,5.9,0,1018.8,1019.7,25.4,0,0
941,2022-02-16 15:00,2.9,274.6,6.3,0,1018.5,1019.4,24.2,0,0
941,2022-02-16 16:00,2.8,301.6,5.7,0,1018.2,1019.1,24.1,0,0
941,2022-02-16 17:00,1.4,300.2,5.3,0,1018.3,1019.2,24.8,0,0
941,2022-02-16 18:00,.2,284.3,6.1,0,1019.3,1020.2,30.8,0,0
941,2022-02-16 19:00,-.8,295.6,4.6,0,1019.9,1020.8,31.1,0,0
941,2022-02-16 20:00,-1.8,286.3,5,0,1020.6,1021.5,38.7,0,0
941,2022-02-16 21:00,-2.6,276.3,4.9,0,1021,1021.9,34.7,0,0
941,2022-02-16 22:00,-3.3,287.2,3.3,0,1021.5,1022.4,34.8,0,0
941,2022-02-16 23:00,-3.7,300.3,4,0,1021.7,1022.6,36.1,0,0
941,2022-02-17 00:00,-4.2,297.3,3.5,0,1022.4,1023.3,33.2,0,0
941,2022-02-17 01:00,-4.6,312.7,3.5,0,1022.8,1023.7,35.5,0,0
941,2022-02-17 02:00,-5.1,290.8,2.8,0,1023.1,1024,38.7,0,0
941,2022-02-17 03:00,-5.5,265.8,2.7,0,1023.2,1024.1,38.9,0,0
941,2022-02-17 04:00,-5.8,269.4,3.6,0,1023.8,1024.7,39.7,0,0
941,2022-02-17 05:00,-6.1,264,3.6,0,1024.5,1025.4,41.2,0,0
941,2022-02-17 06:00,-6.2,323,3,0,1025,1025.9,39,0,0
941,2022-02-17 07:00,-6.5,303,2.8,0,1025.4,1026.3,38.7,0,0
941,2022-02-17 08:00,-6.2,291.8,3.1,0,1026.3,1027.2,36.6,0,0
941,2022-02-17 09:00,-4.8,294.2,3.8,0,1026.8,1027.7,35,0,0
941,2022-02-17 10:00,-3.9,330.4,2.8,0,1026.5,1027.4,30.8,0,0
941,2022-02-17 11:00,-2.4,304.6,3,0,1026,1026.9,24,0,0
941,2022-02-17 12:00,-.2,308.4,2.6,0,1025.7,1026.6,21.3,0,0
941,2022-02-17 13:00,1,280.4,2.8,0,1024.7,1025.6,19.4,0,0
941,2022-02-17 14:00,1.4,97.6,1.9,0,1024.1,1025,17.4,0,0
941,2022-02-17 15:00,2.3,14.8,1.9,0,1024.4,1025.3,15.9,0,0
941,2022-02-17 16:00,2.4,341.4,1.4,0,1025.1,1026,15.3,0,0
941,2022-02-17 17:00,2.4,341.4,2.2,0,1025.5,1026.4,17.4,0,0
941,2022-02-17 18:00,.7,65.7,2.5,0,1026.4,1027.3,26.4,0,0
941,2022-02-17 19:00,.2,64.4,1.7,0,1027,1027.9,32.6,0,0
941,2022-02-17 20:00,-.6,39.1,1.1,0,1027.7,1028.6,39.2,0,0
941,2022-02-17 21:00,-1.3,19.1,1.3,0,1028,1028.9,29.6,0,0
941,2022-02-17 22:00,-2,29,1,0,1028.7,1029.6,33.1,0,0
941,2022-02-17 23:00,-2.8,16,1.3,0,1029.2,1030.1,31.6,0,0
941,2022-02-18 00:00,-3.3,349,1,0,1029.4,1030.3,39.4,0,0
941,2022-02-18 01:00,-4,329.1,1,0,1029.8,1030.7,42.2,0,0
941,2022-02-18 02:00,-4.6,359.4,1.2,0,1030.2,1031.1,44.9,0,0
941,2022-02-18 03:00,-4.6,1.7,1.2,0,1030.5,1031.4,47,0,0
941,2022-02-18 04:00,-4.9,3,1,0,1030.9,1031.8,51.3,0,0
941,2022-02-18 05:00,-5,17.3,1.1,0,1030.9,1031.8,52.7,0,0
941,2022-02-18 06:00,-5,7.4,1.5,0,1030.9,1031.8,55.3,0,0
941,2022-02-18 07:00,-4.4,353.8,1.7,0,1031.7,1032.6,47.5,0,0
941,2022-02-18 08:00,-3.9,350.7,1.5,0,1031.9,1032.8,50.1,0,0
941,2022-02-18 09:00,-2.3,16.8,2.1,0,1032.3,1033.2,43.3,0,0
941,2022-02-18 10:00,.5,.5,1.8,0,1032.1,1033,38.8,0,0
941,2022-02-18 11:00,3.6,359.1,2.3,0,1031.3,1032.2,38.4,0,0
941,2022-02-18 12:00,6.6,297.1,2.4,0,1030.1,1031,35.3,0,0
941,2022-02-18 13:00,8.2,114.2,2.3,0,1028.8,1029.7,32.1,0,0
941,2022-02-18 14:00,7.7,105.3,3.1,0,1027.5,1028.4,35.5,0,0
941,2022-02-18 15:00,8.6,126.2,2.1,0,1027.6,1028.5,36.1,0,0
941,2022-02-18 16:00,7.8,125.9,2.6,0,1027.4,1028.3,38.1,0,0
941,2022-02-18 17:00,7,119,2.8,0,1026.9,1027.8,42.1,0,0
941,2022-02-18 18:00,6.2,106.8,2.7,0,1026.9,1027.8,51.5,0,0
941,2022-02-18 19:00,5.3,62,1.6,0,1026.6,1027.5,56.6,0,0
941,2022-02-18 20:00,4.8,0,.4,0,1026.7,1027.6,60,0,0
941,2022-02-18 21:00,4.1,7.8,.5,0,1026.8,1027.7,60.6,0,0
941,2022-02-18 22:00,3.4,342.3,1.5,0,1026.5,1027.4,67.1,0,0
941,2022-02-18 23:00,2.9,9.3,1.4,0,1025.9,1026.8,64.8,0,0
941,2022-02-19 00:00,3.1,11.2,2.2,0,1025.2,1026.1,61.8,0,0
941,2022-02-19 01:00,3.2,332.5,1.1,0,1025.1,1026,64.3,0,0
941,2022-02-19 02:00,2.8,298.4,1.4,0,1025.4,1026.3,67.1,0,0
941,2022-02-19 03:00,3.4,335.5,.5,0,1024.3,1025.2,64.7,0,0
941,2022-02-19 04:00,3.1,305.6,.8,0,1023.5,1024.4,64.4,0,0
941,2022-02-19 05:00,3.2,32.9,1.1,0,1023.5,1024.4,61.5,0,0
941,2022-02-19 06:00,3,3.4,.5,0,1023.3,1024.2,66.6,0,0
941,2022-02-19 07:00,3,0,.3,0,1022.9,1023.8,62.5,0,0
941,2022-02-19 08:00,3.1,37.3,.5,0,1022.6,1023.5,58.9,0,0
941,2022-02-19 09:00,3.8,309.7,.7,0,1021.8,1022.7,60.2,0,0
941,2022-02-19 10:00,5.2,240.9,1.3,0,1022,1022.9,55.8,0,0
941,2022-02-19 11:00,7.4,247.3,2.1,0,1021.8,1022.7,47.2,0,0
941,2022-02-19 12:00,7.5,4.6,1.4,0,1021.3,1022.2,46.3,0,0
941,2022-02-19 13:00,9.3,279.6,2.9,0,1020,1020.8,40.9,0,0
941,2022-02-19 14:00,8.8,304,3.4,0,1019.1,1020,40.1,0,0
941,2022-02-19 15:00,9.3,274.3,2.9,0,1018.4,1019.2,36.8,0,0
941,2022-02-19 16:00,8.5,344.3,2.9,0,1018.2,1019.1,37.6,0,0
941,2022-02-19 17:00,8.3,312.9,1.9,0,1017.8,1018.7,37,0,0
941,2022-02-19 18:00,7,302.3,2.3,0,1018,1018.9,35.8,0,0
941,2022-02-19 19:00,6.1,296.4,2,0,1018.2,1019.1,31.5,0,0
941,2022-02-19 20:00,4.8,321.4,.7,0,1018.2,1019.1,34.9,0,0
941,2022-02-19 21:00,4.4,303.8,1.9,0,1018.5,1019.4,36.1,0,0
941,2022-02-19 22:00,3.7,286.5,2.3,0,1019.2,1020.1,40.5,0,0
941,2022-02-19 23:00,3,287.4,2.7,0,1019.4,1020.3,44.4,0,0
941,2022-02-20 00:00,2.6,290.5,2.9,0,1019.2,1020.1,47.6,0,0
941,2022-02-20 01:00,2.1,314.1,3.2,0,1019.6,1020.5,47.2,0,0
941,2022-02-20 02:00,1,308.5,2.5,0,1019.6,1020.5,50.6,0,0
941,2022-02-20 03:00,-.3,291,4.7,0,1019.9,1020.8,50.8,0,0
941,2022-02-20 04:00,-1.3,298.3,5.5,0,1020.5,1021.4,43.4,0,0
941,2022-02-20 05:00,-2.3,303.6,5.4,0,1020.6,1021.5,42.4,0,0
941,2022-02-20 06:00,-3.1,273.9,2.8,0,1021,1021.9,44.8,0,0
941,2022-02-20 07:00,-3.4,303.3,4.4,0,1021.9,1022.8,39.9,0,0
941,2022-02-20 08:00,-3.4,295.2,4,0,1022.4,1023.3,39.4,0,0
941,2022-02-20 09:00,-2.4,292,5.5,0,1023.5,1024.4,34.6,0,0
941,2022-02-20 10:00,-1.4,292.8,6.1,0,1023.5,1024.4,32.2,0,0
941,2022-02-20 11:00,-.2,300.8,4.8,0,1023.9,1024.8,26.3,0,0
941,2022-02-20 12:00,1,284.1,6.3,0,1023.9,1024.8,21.1,0,0
941,2022-02-20 13:00,2.3,288,5.8,0,1022.6,1023.5,19.8,0,0
941,2022-02-20 14:00,2.5,338.5,4.8,0,1022,1022.9,15.3,0,0
941,2022-02-20 15:00,2.9,332.5,4.9,0,1022.3,1023.2,13,0,0
941,2022-02-20 16:00,3.3,325.9,4.8,0,1022.7,1023.6,13.4,0,0
941,2022-02-20 17:00,3,328.7,4,0,1022.5,1023.4,13.2,0,0
941,2022-02-20 18:00,1.9,298.6,3.4,0,1023.6,1024.5,13.7,0,0
941,2022-02-20 19:00,.4,275,2,0,1024.2,1025.1,17.7,0,0
941,2022-02-20 20:00,-.4,244.6,1.5,0,1025,1025.9,19.7,,
941,2022-02-20 21:00,-.5,307.9,1.7,0,1025.2,1026.1,21,,
941,2022-02-20 22:00,-2,266.3,1.8,0,1026,1026.9,28.7,,
941,2022-02-20 23:00,-2,273.8,2,0,1026.3,1027.2,26.6,,
941,2022-02-21 00:00,-2.4,268.9,2.9,0,1026.6,1027.5,31.1,0,0
941,2022-02-21 01:00,-2.8,265.2,3.1,0,1027.2,1028.1,34.4,0,0
941,2022-02-21 02:00,-3.3,261.9,2.4,0,1027.7,1028.6,36.7,0,0
941,2022-02-21 03:00,-3.8,238.9,2,0,1027.6,1028.5,37,0,0
941,2022-02-21 04:00,-4,234.9,2.5,0,1027.4,1028.3,44.3,0,0
941,2022-02-21 05:00,-3.8,246.1,1.9,0,1028.1,1029,43.9,0,0
941,2022-02-21 06:00,-4.8,0,.4,0,1028.4,1029.3,48.5,0,0
941,2022-02-21 07:00,-4.3,235.4,1.5,0,1029.1,1030,49.3,0,0
941,2022-02-21 08:00,-3.5,269.4,1,0,1029.9,1030.8,50.1,0,0
941,2022-02-21 09:00,-1.3,240.2,2.7,0,1030.9,1031.8,44.4,0,0
941,2022-02-21 10:00,.4,218.5,2.7,0,1030.7,1031.6,39.3,0,0
941,2022-02-21 11:00,2.7,242,3.3,0,1030.2,1031.1,33.5,0,0
941,2022-02-21 12:00,4,267.1,2.8,0,1029,1029.9,30.8,0,0
941,2022-02-21 13:00,5.1,306.4,2.9,0,1027.6,1028.5,23.9,0,0
941,2022-02-21 14:00,5.9,267.4,5.4,0,1026.4,1027.3,23.3,0,0
941,2022-02-21 15:00,5.5,214.3,3.5,0,1025.6,1026.5,27.1,0,0
941,2022-02-21 16:00,5.7,204.5,3.5,0,1025.4,1026.3,28.1,0,0
941,2022-02-21 17:00,5.8,205.6,2.6,0,1025,1025.9,34.3,0,0
941,2022-02-21 18:00,5,217.3,3.3,0,1025.6,1026.5,33.4,0,0
941,2022-02-21 19:00,3.5,268.2,1.4,0,1025.7,1026.6,40.7,0,0
941,2022-02-21 20:00,4.3,295.5,3.8,0,1026.1,1027,30,0,0
941,2022-02-21 21:00,2.8,267.2,2,0,1026.6,1027.5,36.5,0,0
941,2022-02-21 22:00,1.8,249.1,.7,0,1026.6,1027.5,43.3,0,0
941,2022-02-21 23:00,2.1,252.4,1.9,0,1027.1,1028,42.3,0,0
941,2022-02-22 00:00,1.6,211.4,1.9,0,1027.2,1028.1,42,0,0
941,2022-02-22 01:00,1.8,281.2,2.7,0,1027.6,1028.5,39.2,0,0
941,2022-02-22 02:00,.9,275.2,3,0,1027.9,1028.8,40.8,0,0
941,2022-02-22 03:00,.3,288.3,4.2,0,1028.1,1029,39.7,0,0
941,2022-02-22 04:00,-.3,285.7,4.4,0,1028.2,1029.1,41.8,0,0
941,2022-02-22 05:00,-.9,268.8,3.8,0,1028.7,1029.6,43.9,0,0
941,2022-02-22 06:00,-1.4,279.5,3.4,0,1029.2,1030.1,45.9,0,0
941,2022-02-22 07:00,-1.9,293.3,2.6,0,1030.1,1031,46.2,0,0
941,2022-02-22 08:00,-1.3,311.2,3.7,0,1030.9,1031.8,37.2,0,0
941,2022-02-22 09:00,0,313.4,3.3,0,1031.7,1032.6,28.3,0,0
941,2022-02-22 10:00,.6,306.9,3.9,0,1031.7,1032.6,22.1,0,0
941,2022-02-22 11:00,1.9,317.8,3.6,0,1031.2,1032.1,18.8,0,0
941,2022-02-22 12:00,2.9,310.6,4.1,0,1030.4,1031.3,17.6,0,0
941,2022-02-22 13:00,4,323.6,4.3,0,1029.7,1030.6,16.3,0,0
941,2022-02-22 14:00,4.7,314.6,3.6,0,1028.7,1029.6,17.5,0,0
941,2022-02-22 15:00,4.4,308.9,4.2,0,1028.7,1029.6,17.5,0,0
941,2022-02-22 16:00,5.1,287.1,3.5,0,1028.3,1029.2,17.5,0,0
941,2022-02-22 17:00,5.2,287.5,3.8,0,1027.8,1028.7,17.4,0,0
941,2022-02-22 18:00,3.2,217.7,3,0,1027.5,1028.4,28.8,0,0
941,2022-02-22 19:00,2.9,222.7,2.7,0,1028,1028.9,32.5,0,0
941,2022-02-22 20:00,1.1,258,1.2,0,1028.7,1029.6,39.1,0,0
941,2022-02-22 21:00,1.2,279.7,2.8,0,1028.9,1029.8,33.4,0,0
941,2022-02-22 22:00,.3,275.6,1.8,0,1029.5,1030.4,39.2,0,0
941,2022-02-22 23:00,0,266.3,1.7,0,1029.8,1030.7,41.9,0,0
941,2022-02-23 00:00,.1,259,1.6,0,1030,1030.9,42.3,0,0
941,2022-02-23 01:00,.2,315.1,2.1,0,1030,1030.9,39.4,0,0
941,2022-02-23 02:00,-.2,284.4,1.8,0,1030.1,1031,40.5,0,0
941,2022-02-23 03:00,-.6,288.4,2.5,0,1029.9,1030.8,44.8,0,0
941,2022-02-23 04:00,-.8,309.1,2.4,0,1029.9,1030.8,44.8,0,0
941,2022-02-23 05:00,-1.1,333.4,2.1,0,1030.2,1031.1,47.2,0,0
941,2022-02-23 06:00,-1.6,312.6,4,0,1030,1030.9,45.7,0,0
941,2022-02-23 07:00,-2,310.7,2.7,0,1030.7,1031.6,43.9,0,0
941,2022-02-23 08:00,-1.9,323.1,2.7,0,1031.4,1032.3,42.4,0,0
941,2022-02-23 09:00,-1.7,302.3,3.5,0,1031.7,1032.6,32.7,0,0
941,2022-02-23 10:00,-.7,305.5,3.5,0,1031.3,1032.2,24.4,0,0
941,2022-02-23 11:00,0,302.8,3.2,0,1031.2,1032.1,18.2,0,0
941,2022-02-23 12:00,1.3,326.6,2.1,0,1030.8,1031.7,16.5,0,0
941,2022-02-23 13:00,2.4,2.4,1.4,0,1029.6,1030.5,12.6,0,0
941,2022-02-23 14:00,4.1,318.1,2.9,0,1028.7,1029.6,12.6,0,0
941,2022-02-23 15:00,4.5,325.3,1.6,0,1027.7,1028.6,9.4,0,0
941,2022-02-23 16:00,5.3,290.4,4.1,0,1027.3,1028.2,11.3,0,0
941,2022-02-23 17:00,4.9,301.5,2.8,0,1027.4,1028.3,10.8,0,0
941,2022-02-23 18:00,3.4,295,2.9,0,1028,1028.9,15.4,0,0
941,2022-02-23 19:00,2,307.1,1.8,0,1028.5,1029.4,19.4,0,0
941,2022-02-23 20:00,.7,315.4,1.1,0,1029,1029.9,22.2,0,0
941,2022-02-23 21:00,-1.2,296.1,.6,0,1029.1,1030,28.8,0,0
941,2022-02-23 22:00,-.9,284,1.5,0,1029.8,1030.7,27.9,0,0
941,2022-02-23 23:00,-1.4,281.8,1.1,0,1029.6,1030.5,32.2,0,0
941,2022-02-24 00:00,-1.9,290.7,.7,0,1029.3,1030.2,32.1,0,0
941,2022-02-24 01:00,-1.8,328,3.1,0,1029.9,1030.8,24.4,0,0
941,2022-02-24 02:00,-2.9,299.3,3.4,0,1030.1,1031,31.1,0,0
941,2022-02-24 03:00,-3.5,291.1,4.4,0,1030.3,1031.2,32.9,0,0
941,2022-02-24 04:00,-4.7,178.4,.5,0,1030.5,1031.4,34,0,0
941,2022-02-24 05:00,-4,324.8,2.1,0,1030.7,1031.6,33.5,0,0
941,2022-02-24 06:00,-4.1,269.2,3.3,0,1030.8,1031.7,35.3,0,0
941,2022-02-24 07:00,-4.8,217.8,.8,0,1030.9,1031.8,37.2,0,0
